Colonna1	Colonna2
Hyphochytrium catenoides	species
Labyrinthulomycetes	class
Thraustochytriaceae	family
Japonochytrium	genus
Japonochytrium sp. ATCC 28207	species
Schizochytrium	genus
Schizochytrium sp. TIO1101	species
Thraustochytrium	genus
Thraustochytrium aureum	species
Oomycetes	class
Albuginales	order
Albuginaceae	family
Albugo	genus
Albugo candida	species
Peronosporales	order
Peronosporaceae	family
Hyaloperonospora	genus
Hyaloperonospora arabidopsidis	species
Phytophthora	genus
Phytophthora cinnamomi	species
Phytophthora infestans	species
Phytophthora infestans T30-4	no rank
Phytophthora kernoviae	species
Phytophthora lateralis	species
Phytophthora lateralis MPF4	no rank
Phytophthora megasperma	species
Phytophthora multivora	species
Phytophthora nicotianae	species
Phytophthora ramorum	species
Phytophthora sojae	species
Phytophthora sp. Chile5	species
Plasmopara	genus
Plasmopara viticola	species
Pseudoperonospora	genus
Pseudoperonospora cubensis	species
Sclerospora	genus
Sclerospora graminicola	species
Pythiales	order
Pythiaceae	family
Globisporangium	genus
Globisporangium ultimum	species
Globisporangium ultimum var. sporangiiferum	varietas
Globisporangium ultimum var. sporangiiferum BR650	no rank
Pythium	genus
Pythium oligandrum	species
Saprolegniales	order
Saprolegniaceae	family
Achlya <Oomycetes>	genus
Achlya hypogyna	species
Aphanomyces	genus
Aphanomyces astaci	species
Saprolegnia	genus
Saprolegnia parasitica	species
Saprolegnia parasitica CBS 223.65	no rank
Thraustotheca	genus
Thraustotheca clavata	species
PX clade	no rank
Phaeophyceae	class
Ascoseirales	order
Ascoseira	genus
Ascoseira mirabilis	species
Cutleriales	order
Cutleriaceae	family
Cutleria	genus
Cutleria multifida	species
Microzonia	genus
Microzonia velutina	species
Desmarestiales	order
Desmarestiaceae	family
Desmarestia	genus
Desmarestia aculeata	species
Desmarestia viridis	species
Dictyotales	order
Dictyotaceae	family
Dictyopteris	genus
Dictyopteris divaricata	species
Dictyopteris undulata	species
Dictyota <Phaeophyceae>	genus
Dictyota binghamiae	species
Dictyota dichotoma	species
Lobophora <Phaeophyceae>	genus
Lobophora variegata	species
Padina	genus
Padina japonica	species
Padina melemele	species
Ectocarpales	order
Acinetosporaceae	family
Pylaiella	genus
Pylaiella littoralis	species
Chordariaceae	family
Cladosiphon	genus
Cladosiphon okamuranus	species
Dictyosiphon	genus
Dictyosiphon foeniculaceus	species
Pleurocladia	genus
Pleurocladia lacustris	species
Streblonema	genus
Streblonema maculans	species
Ectocarpaceae	family
Ectocarpus	genus
Ectocarpus siliculosus	species
Ishigeaceae	family
Ishige	genus
Ishige okamurae	species
Scytosiphonaceae	family
Colpomenia	genus
Colpomenia peregrina	species
Colpomenia sinuosa	species
Endarachne	genus
Endarachne binghamiae	species
Nemoderma	genus
Nemoderma tingitanum	species
Petalonia	genus
Petalonia fascia	species
Scytosiphon	genus
Scytosiphon lomentaria	species
Fucales	order
Durvillaeaceae	family
Durvillaea	genus
Durvillaea potatorum	species
Fucaceae	family
Fucus	genus
Fucus ceranoides	species
Fucus vesiculosus	species
Silvetia	genus
Silvetia babingtonii	species
Xiphophora <Phaeophyceae>	genus
Xiphophora chondrophylla	species
Himanthaliaceae	family
Himanthalia	genus
Himanthalia elongata	species
Hormosiraceae	family
Hormosira	genus
Hormosira banksii	species
Notheiaceae	family
Notheia	genus
Notheia anomala	species
Sargassaceae	family
Bifurcaria	genus
Bifurcaria bifurcata	species
Carpoglossum	genus
Carpoglossum confluens	species
Coccophora	genus
Coccophora langsdorfii	species
Cystoseira	genus
Cystoseira osmundacea	species
Sargassum	genus
Sargassum aquifolium	species
Sargassum fusiforme	species
Sargassum hemiphyllum	species
Sargassum henslowianum	species
Sargassum horneri	species
Sargassum integerrimum	species
Sargassum muticum	species
Sargassum polycystum	species
Sargassum spinuligerum	species
Sargassum thunbergii	species
Sargassum vulgare	species
Sargassum yezoense	species
Turbinaria <Phaeophyceae>	genus
Turbinaria ornata	species
Seirococcaceae	family
Cystosphaera	genus
Cystosphaera jacquinotii	species
Phyllospora	genus
Phyllospora comosa	species
Laminariales	order
Agaraceae	family
Agarum	genus
Agarum clathratum	species
Costaria	genus
Costaria costata	species
Alariaceae	family
Alaria <Phaeophyceae>	genus
Alaria esculenta	species
Pleurophycus	genus
Pleurophycus gardneri	species
Undaria <Phaeophyceae>	genus
Undaria undarioides	species
Chordaceae	family
Chorda	genus
Chorda filum	species
Halosiphonaceae	family
Halosiphon	genus
Halosiphon tomentosus	species
Laminariaceae	family
Cymathaere	genus
Cymathaere triplicata	species
Laminaria	genus
Laminaria digitata	species
Laminaria hyperborea	species
Nereocystis	genus
Nereocystis luetkeana	species
Saccharina	genus
Saccharina angustata	species
Saccharina japonica	species
Saccharina latissima	species
Saccharina sculpera	species
Saccharina sp. ye-C	species
Lessoniaceae	family
Ecklonia	genus
Ecklonia arborea	species
Ecklonia radiata	species
Egregia	genus
Egregia menziesii	species
Lessonia <stramenopiles>	genus
Lessonia nigrescens	species
Lessonia variegata	species
Ralfsiales	order
Ralfsiaceae	family
Ralfsia	genus
Ralfsia verrucosa	species
Scytothamnales	order
Scytothamnus	genus
Scytothamnus australis	species
Splachnidium	genus
Splachnidium rugosum	species
Sphacelariales	order
Cladostephaceae	family
Cladostephus	genus
Cladostephus spongiosus	species
Sphacelariaceae	family
Sphacelaria	genus
Sphacelaria bornetii	species
Sphacelaria sp.	species
Stypocaulaceae	family
Halopteris <Phaeophyceae>	genus
Halopteris pseudospicata	species
Sporochnales	order
Sporochnaceae	family
Carpomitra	genus
Carpomitra costata	species
Sporochnus	genus
Sporochnus pedunculatus	species
Syringodermatales	order
Syringodermataceae	family
Syringoderma	genus
Syringoderma phinneyi	species
Tilopteridales	order
Phyllariaceae	family
Saccorhiza	genus
Saccorhiza polyschides	species
Tilopteridaceae	family
Phaeosiphoniella	genus
Phaeosiphoniella cryophila	species
Tilopteris	genus
Tilopteris mertensii	species
Bachelotia	genus
Bachelotia antillarum	species
Xanthophyceae	class
Mischococcales	order
Botryochloridaceae	family
Chlorellidium	genus
Chlorellidium tetrabotrys	species
Tribonematales	order
Heteropediaceae	family
Heterococcus <yellow-green algae>	genus
Heterococcus caespitosus	species
Tribonemataceae	family
Tribonema	genus
Tribonema aequale	species
Vaucheriales	order
Vaucheriaceae	family
Vaucheria	genus
Vaucheria bursata	species
Vaucheria litorea	species
Pelagophyceae	class
Pelagomonadales	order
Aureococcus	genus
Aureococcus anophagefferens	species
Aureoumbra	genus
Aureoumbra lagunensis	species
Pelagococcus	genus
Pelagococcus subviridis	species
Pelagomonas	genus
Pelagomonas calceolata	species
Sarcinochrysidales	order
Sarcinochrysidaceae	family
Ankylochrysis	genus
Ankylochrysis lutea	species
Pinguiophyceae	class
Pinguiochrysidales	order
Pinguiochrysidaceae	family
Glossomastix	genus
Glossomastix chrysoplasta	species
Pinguiococcus	genus
Pinguiococcus pyrenoidosus	species
Raphidophyceae	class
Chattonellales	order
Chattonellaceae	family
Chattonella	genus
Chattonella marina	species
Chattonella marina var. antiqua	varietas
Chattonella subsalsa	species
Heterosigma	genus
Heterosigma akashiwo	species
Vacuolariaceae	family
Vacuolaria	genus
Vacuolaria virescens	species
Slopalinida	order
Proteromonadidae	family
Proteromonas	genus
Proteromonas lacertae	species
Synurophyceae	class
Ochromonadales	order
Ochromonadaceae	family
Poterioochromonas	genus
Poterioochromonas sp. DS	species
Synurales	order
Mallomonadaceae	family
Mallomonas	genus
Mallomonas acaroides	species
Mallomonas acaroides var. obtusa	varietas
Mallomonas adamas	species
Mallomonas aerolata	species
Mallomonas akrokomos	species
Mallomonas alpina	species
Mallomonas annulata	species
Mallomonas asmundae	species
Mallomonas bangladeshica	species
Mallomonas bronchartiana	species
Mallomonas caudata	species
Mallomonas caudata f. ovalis	forma
Mallomonas ceylanica	species
Mallomonas corymbosa	species
Mallomonas crassisquama	species
Mallomonas cratis	species
Mallomonas elevata	species
Mallomonas elongata	species
Mallomonas heterospina	species
Mallomonas hexareticulata	species
Mallomonas insignis	species
Mallomonas kalinae	species
Mallomonas lacuna	species
Mallomonas lelymene	species
Mallomonas mangofera	species
Mallomonas mangofera var. foveata	varietas
Mallomonas matvienkoae	species
Mallomonas matvienkoae var. matvienkoae	varietas
Mallomonas morrisonensis	species
Mallomonas oviformis	species
Mallomonas papillosa	species
Mallomonas paragrandis	species
Mallomonas peroneides	species
Mallomonas pseudocratis	species
Mallomonas pseudomatvienkoae	species
Mallomonas punctifera	species
Mallomonas sorohexareticulata	species
Mallomonas sp. M19	species
Mallomonas sp.	species
Mallomonas splendens	species
Mallomonas striata	species
Mallomonas striata var. serrata	varietas
Mallomonas tonsurata	species
Mallomonas torquata	species
Synura	genus
Synura asmundiae	species
Synura curtispina	species
Synura echinulata	species
Synura glabra	species
Synura macracantha	species
Synura mammillosa	species
Synura mollispina	species
Synura multidentata	species
Synura petersenii	species
Synura sp. 450	species
Synura sp. Gungnam1072807A	species
Synura sp. JIK-2015b	species
Synura sp. LO234KE	species
Synura sphagnicola	species
Synura spinosa	species
Synura splendida	species
Synura sungminbooi	species
Synura synuroidea	species
Synura uvella	species
Synuraceae	family
Tessellaria	genus
Tessellaria lapponica	species
Tessellaria volvocina	species
Stramenopiles MAST-4	no rank
Stramenopiles sp. TOSAG23-2	species
Viridiplantae	kingdom
Chlorophyta	phylum
Chlorodendrophyceae	class
Chlorodendrales	order
Chlorodendraceae	family
Scherffelia	genus
Scherffelia dubia	species
Tetraselmis	genus
Tetraselmis chuii	species
Tetraselmis cordiformis	species
Tetraselmis marina	species
Tetraselmis striata	species
Tetraselmis subcordiformis	species
Tetraselmis sp. CCMP 881	species
Tetraselmis sp. GSL018	species
Chlorophyceae	class
Chlamydomonadales	order
Actinochloridaceae	family
Macrochloris	genus
Macrochloris radiosa	species
Asteromonadaceae	family
Asteromonas	genus
Asteromonas gracilis	species
Characiochloridaceae	family
Characiochloris	genus
Characiochloris acuminata	species
Characiosiphonaceae	family
Characiosiphon	genus
Characiosiphon rivularis	species
Lobocharacium	genus
Lobocharacium coloradoense	species
Chlamydomonadaceae	family
Brachiomonas	genus
Brachiomonas submarina	species
Brachiomonas submarina var. pulsifera	varietas
Chlamydomonas	genus
Chlamydomonas agloeformis	species
Chlamydomonas applanata	species
Chlamydomonas bacca	species
Chlamydomonas chlamydogama	species
Chlamydomonas frankii	species
Chlamydomonas leiostraca	species
Chlamydomonas mexicana	species
Chlamydomonas moewusii	species
Chlamydomonas mutabilis	species
Chlamydomonas nivalis	species
Chlamydomonas noctigama	species
Chlamydomonas parkeae	species
Chlamydomonas peterfii	species
Chlamydomonas pitschmannii	species
Chlamydomonas pulsatilla	species
Chlamydomonas reinhardtii	species
Chlamydomonas sphaeroides	species
Chlamydomonas starrii	species
Chlamydomonas zebra	species
Chlamydomonas sp. CCMP222	species
Chlamydomonas sp. CCMP236	species
Chlamydomonas sp. UWO 241	species
Chloromonas	genus
Chloromonas actinochloris	species
Chloromonas asteroidea	species
Chloromonas augustae	species
Chloromonas chenangoensis	species
Chloromonas fukushimae	species
Chloromonas hohamii	species
Chloromonas hoshawii	species
Chloromonas kasaiae	species
Chloromonas miwae	species
Chloromonas nivalis	species
Chloromonas perforata	species
Chloromonas pichinchae	species
Chloromonas pseudoplatyrhyncha	species
Chloromonas radiata	species
Chloromonas remiasii	species
Chloromonas reticulata	species
Chloromonas rosae	species
Chloromonas serbinowi	species
Chloromonas tenuis	species
Chloromonas tughillensis	species
Chloromonas sp. Gassan-A	species
Chloromonas sp. Gassan-B	species
Gloeomonas	genus
Gloeomonas lateperforata	species
Gloeomonas rubrifilum	species
Halosarcinochlamys	genus
'Halosarcinochlamys cherokeensis'	species
Ixipapillifera	genus
Ixipapillifera deasonii	species
Lobochlamys	genus
Lobochlamys culleus	species
Lobochlamys segnis	species
Microglena	genus
Microglena monadina	species
Microglena reginae	species
Microglena uva-maris	species
Oogamochlamys	genus
Oogamochlamys gigantea	species
Oogamochlamys zimbabwiensis	species
Oophila	genus
Oophila amblystomatis	species
Polytoma	genus
Polytoma uvella	species
Chlamydomonadales incertae sedis	no rank
Ascochloris	genus
Ascochloris multinucleata	species
Cylindrocapsa	genus
Cylindrocapsa geminella	species
Dysmorphococcus	genus
Dysmorphococcus globosus	species
Ettlia	genus
Ettlia carotinosa	species
Ettlia pseudoalveolaris	species
Hamakko	genus
Hamakko caudatus	species
Heterochlamydomonas	genus
Heterochlamydomonas inaequalis	species
Heterochlamydomonas lobata	species
Pachycladella	genus
Pachycladella umbrina	species
Stephanosphaera	genus
Stephanosphaera sp. UTEX-LB 2409	species
Tetracystis	genus
Tetracystis aeria	species
Wislouchiella	genus
Wislouchiella sp. UTEX 'LB 1030'	species
Chlorococcaceae	family
Chlorococcum	genus
Chlorococcum diplobionticum	species
Chlorococcum echinozygotum	species
Chlorococcum ellipsoideum	species
Chlorococcum hypnosporum	species
Chlorococcum oleofaciens	species
Fasciculochloris	genus
Fasciculochloris boldii	species
Hemiflagellochloris	genus
Hemiflagellochloris kazakhstanica	species
Heterotetracystis	genus
Heterotetracystis akinetos	species
Dunaliellaceae	family
Dunaliella	genus
Dunaliella lateralis	species
Dunaliella parva	species
Dunaliella tertiolecta	species
Dunaliella sp. CCMP1641	species
Dunaliella sp. CCMP220	species
Dunaliella sp. CCMP367	species
Dunaliella sp. SPMO 112-3	species
Dunaliella sp. SPMO 211-2	species
Dunaliella sp. SPMO 980625-1E	species
Hafniomonas	genus
Hafniomonas laevis	species
Golenkiniaceae	family
Golenkinia	genus
Golenkinia longispicula	species
Haematococcaceae	family
Balticola	genus
Balticola buetschlii	species
Balticola sp. TN-2015-1	species
Balticola sp. TN-2015-3	species
Chlorogonium	genus
Chlorogonium capillatum	species
Chlorogonium elongatum	species
Chlorogonium euchlorum	species
Haematococcus	genus
Haematococcus lacustris	species
Haematococcus zimbabwiensis	species
Phacotaceae	family
Pteromonas	genus
Pteromonas angulosa	species
Volvocaceae	family
Eudorina	genus
Eudorina sp. NIES-3984	species
Pleodorina	genus
Pleodorina starrii	species
Volvox	genus
Volvox africanus	species
Volvox carteri	species
Volvox carteri f. nagariensis	forma
Yamagishiella	genus
Yamagishiella unicocca	species
Chlorophyceae incertae sedis	no rank
Carteria	genus
Carteria cerasiformis	species
Carteria crucifera	species
Carteria obtusa	species
Carteria olivieri	species
Carteria radiosa	species
Carteria sp. SAG 8-5	species
Carteria sp. UTEX2	species
Chlamydopodium	genus
Chlamydopodium vacuolatum	species
Elakatothrix	genus
Elakatothrix viridis	species
Jenufa	genus
Jenufa minuta	species
Jenufa perforata	species
Microsporaceae	family
Microspora <chlorophycean alga>	genus
Microspora stagnorum	species
Pleurastrum	genus
Pleurastrum terricola	species
Spermatozopsis	genus
Spermatozopsis exsultans	species
Treubariaceae	family
Treubaria	genus
Treubaria schmidlei	species
Treubaria setigera	species
Treubaria triappendiculata	species
Trochiscia	genus
Trochiscia hystrix	species
Chlorosarcinales	order
Chlorosarcina	genus
Chlorosarcina brevispinosa	species
Chlorosarcina stigmatica	species
Chlorosarcinopsis	genus
Chlorosarcinopsis bastropiensis	species
OCC clade	no rank
Chaetopeltidales	order
Chaetopeltidaceae	family
Chaetopeltis	genus
Chaetopeltis orbicularis	species
Floydiella	genus
Floydiella terrestris	species
Hormotilopsis	genus
Hormotilopsis tetravacuolaris	species
Koshicola	genus
Koshicola spirodelophila	species
Chaetophorales	order
Aphanochaetaceae	family
Aphanochaete	genus
Aphanochaete magnum	species
Chaetophoraceae	family
Chaetophora <green alga>	genus
Chaetophora incrassata	species
Gongrosira	genus
Gongrosira papuasica	species
Chaetophorales incertae sedis	no rank
Stigeoclonium	genus
Stigeoclonium helveticum	species
Schizomeridaceae	family
Schizomeris	genus
Schizomeris leibleinii	species
Uronemataceae	family
Uronema <chlorophycean alga>	genus
Uronema belkae	species
Oedogoniales	order
Bulbochaete	genus
Bulbochaete sp. ACOI 552	species
Oedocladium	genus
Oedocladium carolinianum	species
Oedocladium prescottii	species
Oedogonium	genus
Oedogonium brevicingulatum	species
Oedogonium cardiacum	species
Oedogonium howardii	species
Oedogonium nodulosum	species
Oedogonium pakistanense	species
Oedogonium sp. L3	species
Oedogonium sp. L6	species
Oedogonium sp. L7	species
Protosiphonales	order
Protosiphonaceae	family
Protosiphon	genus
Protosiphon botryoides	species
Spongiochloris	genus
Spongiochloris spongiosa	species
Sphaeropleales	order
Bracteacoccaceae	family
Bracteacoccus	genus
Bracteacoccus aerius	species
Bracteacoccus giganteus	species
Bracteacoccus minor	species
Bracteamorphaceae	family
Bracteamorpha	genus
Bracteamorpha trainorii	species
Chromochloridaceae	family
Chromochloris	genus
Chromochloris zofingiensis	species
Dictyochloridaceae	family
Dictyochloris	genus
Dictyochloris fragrans	species
Hydrodictyaceae	family
Hydrodictyon	genus
Hydrodictyon reticulatum	species
Lacunastrum	genus
Lacunastrum gracillimum	species
Monactinus	genus
