primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
AY750030	1	2568	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Scapphodonta;Euthyplociidae;Proboscidoplocia;"	Proboscidoplocia sp. EP162	309684
CP000575	1119496	1122735	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;"	Staphylothermus marinus F1	399550
AY750035	1	2472	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pannota;Caenidae;Madecocercus;"	Madecocercus sp. EP169	309691
KU646492	141281	144326	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;"	Cosmarium botrytis	33101
AY750042	1	2226	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Odonata;Anisoptera;Libellulidae;Erythemis;"	Erythemis sp. OD024	309569
KU646494	128211	133298	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Desmidiales;Closteriaceae;Closterium;"	Closterium baillyanum	1416941
KU646495	254	3081	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Zygnematales;Mesotaeniaceae;Cylindrocystis;"	Cylindrocystis brebissonii	102167
KU646496	99173	102039	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Zygnematales;Mesotaeniaceae;Roya;"	Roya obtusa	104537
JN696672	1	3055	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria ovis	237578
JN696674	1	3051	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria uilenbergi	507731
JN696676	1	3050	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria annulata	5874
JN696679	1	3060	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria sergenti	5877
JN696680	1	3058	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria luwenshuni	540482
KF548043	1	3198	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Caryophyllaceae;Sileneae;Agrostemma;"	Agrostemma githago (corn cockle)	39848
JN696681	1	3058	"Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;"	Theileria sinensis	463198
CP000576	324617	327490	"Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;"	Prochlorococcus marinus str. MIT 9301	167546
AY750692	1	2838	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Tetranychus;"	Tetranychus truncatus	93132
AY750695	1	2800	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Tetranychus;"	Tetranychus hydrangeae	311846
AY750696	1	2904	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Petrobia;"	Petrobia harti	50026
AY750697	1	2905	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Panonychus;"	Panonychus citri (citrus red mite)	50023
AY750698	1	2890	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Panonychus;"	Panonychus ulmi (European red spider mite)	50024
AY750699	1	2857	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Tetranychoidea;Tetranychidae;Oligonychus;"	Oligonychus coffeae	311847
KP211856	15198	18073	"Archaea;Euryarchaeota;Diaforarchaea group;Marine Group II;Candidatus Thalassoarchaea;environmental samples;"	uncultured Candidatus Thalassoarchaea euryarchaeote	1697135
AY752991	1	3171	"Eukaryota;Centroheliozoa;Heterophryidae;Sphaerastrum;"	Sphaerastrum fockii	299901
AY752992	1	3025	"Eukaryota;Centroheliozoa;unclassified centroheliozoans;"	Microheliozoan sp. SvdH-2005	312352
AY752993	1	3602	"Eukaryota;Centroheliozoa;Acanthocystidae;Pterocystis;"	Pterocystis tropica	299886
LC274544	1	2677	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Orobdellidae;Orobdella;"	Orobdella kawakatsuorum	1076182
LC275139	2789	5990	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Oceanobdelliformes;Piscicolidae;Limnotrachelobdella;"	Limnotrachelobdella sinensis	2014533
AP017295	6458867	6461688	"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;"	Nostoc sp. NIES-3756	1751286
JN701552	1	2328	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Achelata;Palinuroidea;Scyllaridae;Ibacus;"	Ibacus peronii	399028
EU645809	1	1910	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Delphacidae;Delphacinae;Tropidocephala;"	Tropidocephala sp. JMU-2008	548215
EU645810	1	1929	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Dictyopharidae;Dictyophara;"	Dictyophara sp. 2 JMU-2008	548198
CP000578	821395	824143	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;"	Rhodobacter sphaeroides ATCC 17029	349101
EU645814	1	1977	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Poiocerinae;Poblicia;"	Poblicia fuliginosa	38098
EU645819	1	1962	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Amycle;"	Amycle vernalis	548362
EU645820	1	1913	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Flatolystra;"	Flatolystra distincta	554159
JN701586	1	2482	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Achelata;Palinuroidea;Scyllaridae;Scyllarus;"	Scyllarus americanus	521302
JN701590	1	2703	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Achelata;Palinuroidea;Scyllaridae;Thenus;"	Thenus orientalis	57071
EU645827	1	1939	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Copidocephala;"	Copidocephala guttata	548372
EU645828	1	1970	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Phenacinae;Pterodictya;"	Pterodictya reticularis	548422
EU645830	1	1967	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Enchophora;"	Enchophora rosacea	548390
EU645831	1	1960	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Birdantis;"	Birdantis bloetei	554165
EU645832	1	1985	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Lystrinae;Scaralis;"	Scaralis sp. 1 JMU-2008	548203
EU645835	1	1978	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Lystrinae;Scaralis;"	Scaralis sp. 2 JMU-2008	548204
EU645836	1	1968	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Enchophora;"	Enchophora sanguinea	548554
EU645837	1	1968	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Enchophora;"	Enchophora stillifera	548391
EU645838	1	1972	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Stalubra;"	Stalubra brunnea	554163
EU645839	1	1967	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Enhydria;"	Enhydria tessellata	548393
EU645842	1	1973	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Lystrinae;Scaralis;"	Scaralis sp. 3 JMU-2008	548205
EU645843	1	1961	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Paralystra;"	Paralystra florenciana	554161
EU645846	1	1926	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Neocynthus;"	Neocynthus sp. JMU-2008	548211
EU645848	1	1966	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Penthicodes;"	Penthicodes farinosa	548279
EU645849	1	1954	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Saiva;"	Saiva nodata	548424
EU645851	1	1928	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Dilobura;"	Dilobura conspurcata	548382
EU645853	1	1928	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Weyrauchia;"	Weyrauchia peruviana	554164
KF554427	57707	60514	"Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;unclassified Chlorella;"	Chlorella sp. ArM0029B	1415603
EU645854	1	1962	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Learcha;"	Learcha sponsa	548405
EU645857	1	1945	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Phenacinae;Phenax;"	Phenax variegata	548416
EU645859	1	1966	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Fulgora;"	Fulgora laternaria	130590
EU645862	1	1963	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Penthicodes;"	Penthicodes atomaria	548278
EU645864	1	1936	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Anecphora;"	Anecphora sp. JMU-2008	548207
EU645865	1	1931	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Kalidasa;"	Kalidasa lanata	548403
EU645867	1	1941	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Zanna;"	Zanna sp. 2 JMU-2008	548220
EU645868	1	1945	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Zanna;"	Zanna sp. 3 JMU-2008	548221
EU645870	1	1973	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;"	Fulgoridae sp. JMU-2008	548552
EU645871	1	1954	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Xosophara;"	Xosophara sp. JMU-2008	548217
EU645872	1	1970	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Odontoptera;"	Odontoptera toulgoeti	548412
EU645873	1	1937	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Fulgorinae;Diareusa;"	Diareusa annularis	548379
EU645874	1	1918	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphaeninae;Flatolystra;"	Flatolystra verrucosa	554160
EU645875	1	1938	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Fulgoridae;Aphrodisias;"	Aphrodisias cacica	548364
KP984758	35194	38568	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Dicranidae;Pottiales;Pottiaceae;Syntrichia;"	Syntrichia filaris	1678074
EF207450	20232	23047	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Saxifragales;Haloragaceae;Myriophyllum;"	Myriophyllum spicatum	208873
AY727931	1	3330	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Garryales;Garryaceae;Aucuba;"	Aucuba japonica	16901
AY727933	1	3330	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Tetrameristaceae;Pelliciera;"	Pelliciera rhizophorae	112840
AY727936	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Balsaminaceae;Impatiens;Impatiens;Impatiens sect. Uniflorae;"	Impatiens auricoma	252981
KF823858	1	2190	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;"	Eukoenenia spelaea	1539569
AY727937	1	3332	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Marcgraviaceae;Marcgravia;"	Marcgravia rectiflora	55389
AY727938	1	3330	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Marcgraviaceae;Norantea;"	Norantea guianensis	59673
CP000580	4081378	4084517	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. JLS	164757
AY727942	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Polemoniaceae;Acanthogilia;"	Acanthogilia gloriosa	110324
KF823868	1	2157	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Palpigradi;Eukoeneniidae;Eukoenenia;"	Eukoenenia sp. MCZ IZ-136274	1539937
AY727943	1	3260	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Polemoniaceae;Cantua;"	Cantua buxifolia	110325
AY727944	1	3329	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Polemoniaceae;Cobaea;"	Cobaea scandens	55380
AY727945	1	3337	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Sapotoideae;Palaquium;"	Palaquium ferox	308415
AY727946	1	3332	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Sapotoideae;Manilkara;"	Manilkara zapota	3741
AY727947	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Sapotoideae;Madhuca;"	Madhuca microphylla	191070
AY727948	1	3258	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Chrysophylloideae;Pouteria;"	Pouteria campechiana	233737
AY727949	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Lecythidaceae;Barringtonia;"	Barringtonia asiatica	79557
AY727950	1	3332	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Lecythidaceae;Couroupita;"	Couroupita guianensis (cannonball tree)	66684
AY727951	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Lecythidaceae;Napoleonaea;"	Napoleonaea sp. JS-2005	308421
AY727952	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Pentaphylacaceae;Cleyera;"	Cleyera japonica	182333
AY727954	1	3256	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Pentaphylacaceae;Pentaphylax;"	Pentaphylax euryoides	125047
AY727956	1	3330	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ebenaceae;Lissocarpa;"	Lissocarpa benthamii	125038
AY727957	1	3334	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ebenaceae;Diospyros;"	Diospyros lotus	55363
AY727958	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Samolus;"	Samolus valerandi	59985
AY727959	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Maesa;"	Maesa japonica	175026
AY727960	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Primula;"	Primula elatior	175059
AY727961	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Myrsine;"	Myrsine africana	59982
AY727962	1	3336	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Clavija;"	Clavija lancifolia	308422
AY727963	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Primulaceae;Lysimachia;"	Lysimachia vulgaris	191068
AY727964	1	3325	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Actinidiaceae;Actinidia;"	Actinidia arguta	64478
AY727965	1	3264	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Roridulaceae;Roridula;"	Roridula gorgonias	3772
AY727966	1	3293	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sarraceniaceae;Heliamphora;"	Heliamphora minor	49997
AY727967	1	3336	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sarraceniaceae;Sarracenia;"	Sarracenia psittacina	50005
AY727968	1	3330	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Clethraceae;Clethra;"	Clethra cf. ferruginea JS-2005	308423
AY727969	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Cyrillaceae;Cyrilla;"	Cyrilla racemiflora	4341
AY727970	1	3333	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ericaceae;Enkianthoideae;Enkianthus;"	Enkianthus campanulatus	13508
AY727971	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ericaceae;Pyroloideae;Pyroleae;Chimaphila;"	Chimaphila umbellata	93815
AY727972	1	3334	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ericaceae;Ericoideae;Empetreae;Empetrum;"	Empetrum nigrum subsp. hermaphroditum	199171
AY727975	1	3336	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Theaceae;Camellia;"	Camellia sinensis	4442
AY727977	1	3335	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Theaceae;Gordonia;"	Gordonia lasianthus	182306
AY727978	1	3304	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Symplocaceae;Symplocos;"	Symplocos zizyphoides	308416
AY727979	1	3331	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Symplocaceae;Symplocos;"	Symplocos pendula	284498
AY727983	1	3329	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Diapensiaceae;Galax;"	Galax urceolata	55362
CP000605	1943836	1946723	"Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium longum DJO10A	205913
