Taxa_Name	Taxa_Rank
Trichormus variabilis NQAIF309	no rank
Trichormus variabilis RPAN16	no rank
Trichormus variabilis RPAN45	no rank
Trichormus variabilis SABC011501	no rank
Trichormus variabilis SAG 1403-4b	no rank
Trichormus variabilis SERB 32	no rank
Trichormus variabilis SN416	no rank
Trichormus variabilis SN424	no rank
Trichormus variabilis SN427	no rank
Trichormus variabilis SN433	no rank
Trichormus variabilis SN441	no rank
Trichormus variabilis SN443	no rank
Trichormus variabilis SN448	no rank
Trichormus variabilis SN452	no rank
Trichormus variabilis str. 'GREIFSWALD'	no rank
Trichormus variabilis str. 'HINDAK 2001/4'	no rank
Wollea	genus
Wollea ambigua SAG 1403-7	no rank
Wollea saccata 'Hindak 2000/22'	no rank
Wollea saccata ACCS 045	no rank
Wollea salina L38	no rank
Wollea vaginicola ISC90	no rank
Wollea vaginicola RPAN22	no rank
unclassified Nostocaceae	no rank
Rivulariaceae	family
Calothrix	genus
Calothrix anomala SAG 1410-4	no rank
Calothrix brevissima IAM M-249	no rank
Calothrix brevissima Ind9	no rank
Calothrix brevissima MBDU 613	no rank
Calothrix brevissima NIES-22	no rank
Calothrix contarenii SABC022701	no rank
Calothrix desertica KSU-AQIQ-13	no rank
Calothrix desertica PCC 7102	no rank
Calothrix desertica SERB 5	no rank
Calothrix dolichomeres MBDU013	no rank
Calothrix linearis MBDU005	no rank
Calothrix membranacea SAG 1410-1	no rank
Calothrix parasitica NIES-267	no rank
Calothrix parietina 2T10	no rank
Calothrix parietina CCAP 1410/11	no rank
Calothrix sp. PCC 6303	no rank
Calothrix scopulorum SAG 36.79	no rank
Kyrtuthrix	genus
Kyrtuthrix huatulcensis C708	no rank
Macrochaete	genus
Macrochaete lichenoides SAG 32.92	no rank
Macrochaete psychrophila ANT SPH 13/96	no rank
Macrochaete psychrophila CCALA 32	no rank
Macrochaete psychrophila NU16B/09	no rank
Macrochaete psychrophila TS40B/09	no rank
Macrochaete santannae CCALA 1093	no rank
Microchaete	genus
Microchaete aeruginea SERB 12	no rank
Fremyella diplosiphon NIES-3275	no rank
Microchaete diplosiphon CCALA 811	no rank
Microchaete diplosiphon KSU-AQIQ-10	no rank
Microchaete tenera SAG 11.99	no rank
Nunduva	genus
Nunduva kania FCME C458-M16-K66	no rank
Phyllonema	genus
Phyllonema ansata C1126-M54	no rank
Phyllonema ansata C1127-M56	no rank
Phyllonema ansata C58-M5	no rank
Phyllonema ansata C694-M4	no rank
Phyllonema aviceniicola CENA324	no rank
Phyllonema aviceniicola CENA325	no rank
Phyllonema aviceniicola CENA326	no rank
Phyllonema aviceniicola CENA328	no rank
Phyllonema aviceniicola CENA330	no rank
Phyllonema aviceniicola CENA341	no rank
Phyllonema tangolundensis C76-M18-K59	no rank
Rivularia	genus
Rivularia atra BIR KRIV1	no rank
Rivularia atra BIR MGR1	no rank
environmental samples	no rank
unclassified Rivulariaceae	no rank
Scytonemataceae	family
Brasilonema	genus
Brasilonema angustatum HA4187-MV1	no rank
Brasilonema bromeliae SPC951	no rank
Brasilonema lichenoides CDV2	no rank
Brasilonema octagenarum HA4186-MV1	no rank
Brasilonema octagenarum UFV-E1	no rank
Brasilonema octagenarum UFV-OR1	no rank
Brasilonema roberti-lamyi str. los manantiales1	no rank
Brasilonema sennae CENA114	no rank
Brasilonema terrestre CENA116	no rank
Brasilonema tolantongensis str. Tolantongo	no rank
Chakia	genus
Chakia ciliosa 27	no rank
Chakia ciliosa 3	no rank
Chakia ciliosa 5	no rank
Chakia ciliosa 8	no rank
Ewamiania	genus
Ewamiania thermalis TS0513	no rank
Iningainema	genus
Iningainema pulvinus ES0614	no rank
Petalonema	genus
environmental samples	no rank
Scytonema	genus
Scytonema arcangelii CCIBt3134	no rank
Scytonema arcangelii FL17-MK96	no rank
Scytonema arcangelii M09	no rank
Scytonema arcangelii MX1	no rank
Scytonema arcangelii TH-02NP	no rank
Scytonema arcangelii THH60	no rank
Scytonema bohneri SAG 255.80	no rank
Scytonema cf. chiastum UCFS19	no rank
Scytonema cf. fritschii UCFS22	no rank
Scytonema cf. fritschii UCFS23	no rank
Scytonema hofmannii PCC 7110	no rank
Scytonema hyalinum ACOI2287	no rank
Scytonema hyalinum AM54A	no rank
Scytonema hyalinum AM54C	no rank
Scytonema hyalinum ATA-SAL-RM1	no rank
Scytonema hyalinum BRAZIL-74LC	no rank
Scytonema hyalinum CAU4	no rank
Scytonema hyalinum CAU6	no rank
Scytonema hyalinum CMT-1BRIN-NPC30	no rank
Scytonema hyalinum CMT-1BRIN-NPC31	no rank
Scytonema hyalinum CMT-1BRIN-NPC32	no rank
Scytonema hyalinum CMT-1BRIN-NPC39	no rank
Scytonema hyalinum CMT-1SWIN-NPC17	no rank
Scytonema hyalinum DV1-KK3	no rank
Scytonema hyalinum DV1-KK4	no rank
Scytonema hyalinum EM3-HA15	no rank
Scytonema hyalinum EM3-HA19	no rank
Scytonema hyalinum EM3-HA20	no rank
Scytonema hyalinum EM3-HA25	no rank
Scytonema hyalinum EM3-Z1-c02	no rank
Scytonema hyalinum ETH2.2.M10	no rank
Scytonema hyalinum F10-MK28	no rank
Scytonema hyalinum FI5-JRJ03	no rank
Scytonema hyalinum HA4185-MV1	no rank
Scytonema hyalinum HAF2-B2-C1	no rank
Scytonema hyalinum HAF2.B2.c1	no rank
Scytonema hyalinum HTT-U-KK4	no rank
Scytonema hyalinum PT10-MK84	no rank
Scytonema hyalinum WJT4-NPBG1	no rank
Scytonema hyalinum WJT9-NPBG6A	no rank
Scytonema hyalinum WJT9-NPBG6B	no rank
Scytonema cf. mirabile ER0515.01	no rank
Scytonema mirabile SAG 83.79	no rank
Scytonema tolypothrichoides VB-61278	no rank
Scytonematopsis	genus
Scytonematopsis contorta HA4267-MV1	no rank
Scytonematopsis contorta HA4292-MV4	no rank
Stigonemataceae	family
Iphinoe	genus
Iphinoe spelaeobios LO2-B1	no rank
Stigonema	genus
Stigonema anomalum H32-2	no rank
Stigonema anomalum H32-4	no rank
Stigonema anomalum H32-5	no rank
Stigonema anomalum H32-6	no rank
Stigonema anomalum H32-7	no rank
Stigonema anomalum H55-2	no rank
Stigonema anomalum TM01-10	no rank
Stigonema anomalum TM01-12	no rank
Stigonema anomalum TM01-1	no rank
Stigonema anomalum TM01-2	no rank
Stigonema anomalum TM01-3	no rank
Stigonema anomalum TM01-4	no rank
Stigonema anomalum TM01-6	no rank
Stigonema anomalum TM02-11	no rank
Stigonema anomalum TM02-3	no rank
Stigonema anomalum TM03-10	no rank
Stigonema anomalum TM03-11	no rank
Stigonema anomalum TM03-6	no rank
Stigonema anomalum TM03-7	no rank
Stigonema anomalum TM03-8	no rank
Stigonema anomalum TM03-9	no rank
Stigonema cornutum Q14-1	no rank
Stigonema cornutum Q14-9	no rank
Stigonema dinghuense DHS0071	no rank
Stigonema dinghuense DHS0072	no rank
Stigonema elegans WYS5-2	no rank
Stigonema elegans WYS5-4	no rank
Stigonema fragile E3-3	no rank
Stigonema hormoides Q3-1	no rank
Stigonema hormoides Q3-2	no rank
Stigonema hormoides Q3-3	no rank
Stigonema hormoides Q3-4	no rank
Stigonema hormoides Q4-1	no rank
Stigonema hormoides Q4-21	no rank
Stigonema hormoides Q4-2	no rank
Stigonema hormoides Q4-31	no rank
Stigonema hormoides Q4-3	no rank
Stigonema hormoides Q4-4	no rank
Stigonema hormoides Q4-51	no rank
Stigonema hormoides Q4-5	no rank
Stigonema hormoides Q5-1	no rank
Stigonema hormoides Q5-2	no rank
Stigonema hormoides Q5-5	no rank
Stigonema hormoides Q6-4	no rank
Stigonema hormoides Q6-6	no rank
Stigonema hormoides Q6-7	no rank
Stigonema hormoides Q9-21	no rank
Stigonema hormoides Q9-2	no rank
Stigonema hormoides Q9-3	no rank
Stigonema hormoides Q9-4	no rank
Stigonema hormoides Q9-5	no rank
Stigonema hormoides WYS4-4	no rank
Stigonema hormoides WYS4-5	no rank
Stigonema hormoides WYS4-6	no rank
Stigonema hormoides WYS4-7	no rank
Stigonema hormoides WYS4-8	no rank
Stigonema hormoides var. subarcticum	varietas
Stigonema hormoides var. subarcticum J1-11	no rank
Stigonema hormoides var. subarcticum J1-1	no rank
Stigonema hormoides var. subarcticum J1-2	no rank
Stigonema hormoides var. subarcticum J1-4	no rank
Stigonema hormoides var. subarcticum J1-6	no rank
Stigonema hormoides var. subarcticum J1-8	no rank
Stigonema hormoides var. subarcticum J1-9	no rank
Stigonema hormoides var. subarcticum J2-12	no rank
Stigonema hormoides var. subarcticum J2-2	no rank
Stigonema hormoides var. subarcticum J2-5	no rank
Stigonema hormoides var. subarcticum J2-8	no rank
Stigonema informe E2-2	no rank
Stigonema informe E2-3	no rank
Stigonema informe E2-5	no rank
Stigonema informe E2-8	no rank
Stigonema intermedium YN4-1	no rank
Stigonema intermedium YN4-2	no rank
Stigonema intermedium YN4-4	no rank
Stigonema lechangense YN2-2	no rank
Stigonema lechangense YN2-3	no rank
Stigonema ocellatum DHS1-1	no rank
Stigonema ocellatum DHS1-2	no rank
Stigonema ocellatum LS22-1	no rank
Stigonema ocellatum LS22-2	no rank
Stigonema ocellatum LS22-3	no rank
Stigonema ocellatum SAG 48.90	no rank
Stigonema ocellatum SAMA 35	no rank
Stigonema ocellatum WYS17-1	no rank
Stigonema ocellatum WYS17-5	no rank
Stigonema panniforme H54-5	no rank
Stigonema panniforme H54-6	no rank
Stigonema panniforme H54-7	no rank
Stigonema panniforme LS17	no rank
Stigonema panniforme LS21-1	no rank
Stigonema panniforme LS21-2	no rank
Stigonema panniforme LS21-3	no rank
Stigonema panniforme LS21-41	no rank
Stigonema panniforme LS21-42	no rank
Stigonema panniforme Q28-4	no rank
Stigonema panniforme Q29-1	no rank
Stigonema panniforme Q41-3	no rank
Stigonema panniforme Q45-1	no rank
Stigonema panniforme Q45-4	no rank
Stigonema parciramosum Q15-2	no rank
Stigonema parciramosum Q15-3	no rank
Stigonema parciramosum Q15-4	no rank
Stigonema parciramosum Q15-5	no rank
Stigonema spectabile WYS16	no rank
Stigonema tuberculatum LS6-2	no rank
Stigonema tuberculatum LS6-9	no rank
Stigonema turfaceum Q1-2	no rank
Stigonema turfaceum Q1-4	no rank
environmental samples	no rank
Symphyonemataceae	family
Loriellopsis	genus
Loriellopsis cavernicola LF-B5	no rank
Mastigocladopsis	genus
Mastigocladopsis repens PCC 10914	no rank
Symphyonema	genus
Symphyonemopsis	genus
Tolypothrichaceae	family
Coleodesmium	genus
environmental samples	no rank
Hassallia	genus
Hassalia littoralis C76	no rank
Hassallia byssoidea VB512170	no rank
Hassallia cf. pseudoramosissima ACSSI 158	no rank
Kryptousia	genus
Kryptousia macronema CENA336	no rank
Kryptousia macronema CENA338	no rank
Kryptousia microlepis CENA329	no rank
Kryptousia microlepis CENA334	no rank
Kryptousia microlepis CENA343	no rank
Kryptousia microlepis CENA354	no rank
Tolypothrix	genus
Tolypothrix campylonemoides VB511288	no rank
Tolypothrix distorta CANT1	no rank
Tolypothrix distorta CANT3	no rank
Tolypothrix distorta CANT6	no rank
Tolypothrix distorta CANT7	no rank
Tolypothrix distorta CAU12	no rank
Tolypothrix distorta CAU13	no rank
Tolypothrix distorta CAU14	no rank
Tolypothrix distorta CAU1	no rank
Tolypothrix distorta CAU3	no rank
Tolypothrix distorta SAG 93.79	no rank
Tolypothrix distorta var. symplocoides	varietas
Tolypothrix distorta var. symplocoides UTEX B 424	no rank
Tolypothrix tenuis MBDU 609	no rank
Tolypothrix tenuis PCC 7101	no rank
Tolypothrix tenuis SAG 94.79	no rank
Tolypothrix tenuis SN436	no rank
[Scytonema hofmanni] UTEX 2349	no rank
unclassified Tolypothrichaceae	no rank
environmental samples	no rank
unclassified Nostocales	no rank
Streptostemon	genus
environmental samples	no rank
unclassified Nostocales (miscellaneous)	no rank
Oscillatoriophycideae	subclass
Chroococcales	order
Aphanothecaceae	family
Aphanothece	genus
Aphanothece hegewaldii SAG 253.80	no rank
Aphanothece minutissima 2LT34S03	no rank
Aphanothece cf. sacrum SAG 2412	no rank
Candidatus Atelocyanobacterium	genus
Candidatus Atelocyanobacterium thalassa isolate ALOHA	no rank
Candidatus Atelocyanobacterium thalassa isolate SIO64986	no rank
cyanobacterium endosymbiont of Braarudosphaera bigelowii	no rank
Crocosphaera	genus
Crocosphaera watsonii WH 0003	no rank
Crocosphaera watsonii WH 0005	no rank
Crocosphaera watsonii WH 0401	no rank
Crocosphaera watsonii WH 0402	no rank
Crocosphaera watsonii WH 8501	no rank
Crocosphaera watsonii WH 8502	no rank
Gloeothece	genus
Gloeothece samoensis SERB 20	no rank
Gloeothece tepidariorum PCC 6909	no rank
Gloeothece tepidariorum PCC 6909/1	no rank
Halothece cluster	no rank
Euhalothece	genus
Euhalothece natronophila Z-M001	no rank
Halothece	genus
Rubidibacter	genus
Rubidibacter lacunae KORDI 51-2	no rank
Chroococcaceae	family
Chalicogloea	genus
Chalicogloea cavernicola CCALA 975	no rank
Chondrocystis	genus
Chroococcus	genus
Chroococcus cf. membraninus CCALA 054	no rank
Chroococcus minutus CCALA 055	no rank
Chroococcus minutus SAG 41.79	no rank
Chroococcus subviolaceus CCIBt3505	no rank
Chroococcus subviolaceus CCIBt3506	no rank
Chroococcus subviolaceus CCIBt3549	no rank
Chroococcus cf. turgidus CCIBt3508	no rank
Chroococcus turgidus AICB61	no rank
Chroococcus turgidus HUW 799	no rank
Chroococcus turgidus SERB 26	no rank
Chroogloeocystis	genus
Chroogloeocystis siderophila 5.2 s.c.1	no rank
Cyanosarcina	genus
Geminocystis	genus
Geminocystis herdmanii PCC 6308	no rank
environmental samples	no rank
Gloeocapsa	genus
environmental samples	no rank
Gloeocapsopsis	genus
Gloeocapsopsis crepidinum BDHKU 35101	no rank
Gloeocapsopsis crepidinum BDU 20121	no rank
Gloeocapsopsis crepidinum LEGE 06123	no rank
Pseudocapsa	genus
unclassified Chroococcaceae	no rank
Cyanobacteriaceae	family
Cyanobacterium	genus
Cyanobacterium aponinum ETS-03	no rank
Cyanobacterium aponinum IklSCC30	no rank
Cyanobacterium aponinum KSU-WH-5	no rank
Cyanobacterium aponinum Kh.A	no rank
Cyanobacterium aponinum PCC 10605	no rank
Cyanobacterium aponinum ThrSCCsp4	no rank
Cyanobacterium stanieri PCC 7202	no rank
environmental samples	no rank
Entophysalidaceae	family
Chlorogloea	genus
Chlorogloea microcystoides SABC011701	no rank
Chlorogloea microcystoides SABC022904	no rank
Chlorogloea microcystoides SAG 10.99	no rank
Chlorogloea purpurea SAG 13.99	no rank
Cyanoarbor	genus
Cyanoarbor violascens C1	no rank
Cyanoarbor violascens C2	no rank
Cyanoarbor violascens C5	no rank
Cyanoarbor violascens Z5	no rank
Gomphosphaeriaceae	family
Gomphosphaeria	genus
Gomphosphaeria aponina SAG 52.96	no rank
Microcystaceae	family
Microcystis	genus
Microcystis aeruginosa 0BB35S02	no rank
Microcystis aeruginosa 0BF29S01	no rank
Microcystis aeruginosa 0BF29S03	no rank
Microcystis aeruginosa 1BB38S07	no rank
Microcystis aeruginosa 2LT25S03	no rank
Microcystis aeruginosa 2LT27S08	no rank
Microcystis aeruginosa AICB618	no rank
Microcystis aeruginosa AICB619	no rank
Microcystis aeruginosa AICB679	no rank
Microcystis aeruginosa AICB680	no rank
Microcystis aeruginosa AICB681	no rank
Microcystis aeruginosa AICB682	no rank
Microcystis aeruginosa AICB695	no rank
Microcystis aeruginosa AICB697	no rank
Microcystis aeruginosa B1-14	no rank
Microcystis aeruginosa CACIAM 03	no rank
Microcystis aeruginosa CCAP 1450/11	no rank
Microcystis aeruginosa CCAP 1450/15	no rank
Microcystis aeruginosa CCAP 1450/3	no rank
Microcystis aeruginosa CCIBt3106	no rank
Microcystis aeruginosa CCIBt3194	no rank
Microcystis aeruginosa CCIBt3454	no rank
Microcystis aeruginosa CHAB1452	no rank
Microcystis aeruginosa CHAB4370	no rank
Microcystis aeruginosa CHAB4371	no rank
Microcystis aeruginosa CHAB4375	no rank
Microcystis aeruginosa CHAB437	no rank
Microcystis aeruginosa CHAB4381	no rank
Microcystis aeruginosa CHAB4384	no rank
Microcystis aeruginosa CHAB439	no rank
Microcystis aeruginosa CHAB730	no rank
Microcystis aeruginosa CHAB731	no rank
Microcystis aeruginosa CHAOHU 1326	no rank
Microcystis aeruginosa CS 552/01	no rank
Microcystis aeruginosa CS 554/01	no rank
Microcystis aeruginosa CS 579	no rank
Microcystis aeruginosa DIANCHI905	no rank
Microcystis aeruginosa Ed01	no rank
Microcystis aeruginosa Ed08	no rank
Microcystis aeruginosa FACHB-925	no rank
Microcystis aeruginosa FACHB-940	no rank
Microcystis aeruginosa FACHB-975	no rank
Microcystis aeruginosa KLL-C004	no rank
Microcystis aeruginosa KSU-AQIQ-2	no rank
Microcystis aeruginosa KSU-WH-1	no rank
Microcystis aeruginosa KW	no rank
Microcystis aeruginosa LEGE 05195	no rank
Microcystis aeruginosa LEGE 08328	no rank
Microcystis aeruginosa LEGE 08329	no rank
Microcystis aeruginosa LEGE 08330	no rank
Microcystis aeruginosa LEGE 91095	no rank
Microcystis aeruginosa LEGE 91339	no rank
Microcystis aeruginosa LEGE 91341	no rank
Microcystis aeruginosa LEGE 91342	no rank
Microcystis aeruginosa LEGE 91343	no rank
Microcystis aeruginosa LEGE 91344	no rank
Microcystis aeruginosa LEGE 91347	no rank
Microcystis aeruginosa LEGE 91351	no rank
Microcystis aeruginosa LEGE 91352	no rank
Microcystis aeruginosa LMECYA 001	no rank
Microcystis aeruginosa LMECYA 008	no rank
Microcystis aeruginosa LMECYA 012	no rank
Microcystis aeruginosa LMECYA 106	no rank
Microcystis aeruginosa LMECYA 110	no rank
Microcystis aeruginosa LMECYA 12	no rank
Microcystis aeruginosa LMECYA 136	no rank
Microcystis aeruginosa LMECYA 137	no rank
Microcystis aeruginosa LMECYA 13	no rank
Microcystis aeruginosa LMECYA 142	no rank
Microcystis aeruginosa LMECYA 147	no rank
Microcystis aeruginosa LMECYA 151	no rank
Microcystis aeruginosa LMECYA 157	no rank
Microcystis aeruginosa LMECYA 159	no rank
Microcystis aeruginosa LMECYA 170	no rank
Microcystis aeruginosa LMECYA 171	no rank
Microcystis aeruginosa LMECYA 179	no rank
Microcystis aeruginosa LMECYA 187	no rank
Microcystis aeruginosa LMECYA 188	no rank
Microcystis aeruginosa LMECYA 1	no rank
Microcystis aeruginosa LMECYA 29	no rank
Microcystis aeruginosa LMECYA 3	no rank
Microcystis aeruginosa LMECYA 50	no rank
Microcystis aeruginosa LMECYA 56	no rank
Microcystis aeruginosa LMECYA 59	no rank
Microcystis aeruginosa LMECYA 7	no rank
Microcystis aeruginosa LMECYA 81	no rank
Microcystis aeruginosa LMECYA 82	no rank
Microcystis aeruginosa LMECYA 85	no rank
Microcystis aeruginosa LMECYA 87	no rank
Microcystis aeruginosa LMECYA 8	no rank
Microcystis aeruginosa LMECYA 91B	no rank
Microcystis aeruginosa MBM	no rank
Microcystis aeruginosa MCYS-LB01	no rank
Microcystis aeruginosa MCYS-LB02	no rank
Microcystis aeruginosa MDEG1	no rank
Microcystis aeruginosa MN	no rank
Microcystis aeruginosa Mb13	no rank
Microcystis aeruginosa Mgr 2.1	no rank
Microcystis aeruginosa Mgr 4.2	no rank
Microcystis aeruginosa NIES-101	no rank
Microcystis aeruginosa NIES-2481	no rank
Microcystis aeruginosa NIES-2549	no rank
Microcystis aeruginosa NIES-298	no rank
Microcystis aeruginosa NIES-44	no rank
Microcystis aeruginosa NIES-843	no rank
Microcystis aeruginosa NIES-88	no rank
Microcystis aeruginosa NIES-90	no rank
Microcystis aeruginosa NIES-98	no rank
Microcystis aeruginosa NIVA-CYA 123/1	no rank
Microcystis aeruginosa NIVA-CYA 162/3	no rank
Microcystis aeruginosa NIVA-CYA 166	no rank
Microcystis aeruginosa NPCD-1	no rank
Microcystis aeruginosa NPLJ-4	no rank
Microcystis aeruginosa NRERC-200	no rank
Microcystis aeruginosa NRERC-202	no rank
Microcystis aeruginosa NRERC-203	no rank
Microcystis aeruginosa NRERC-204	no rank
Microcystis aeruginosa NaRes975	no rank
Microcystis aeruginosa PCC 7005	no rank
Microcystis aeruginosa PCC 7806	no rank
Microcystis aeruginosa PCC 7806SL	no rank
Microcystis aeruginosa PCC 7820	no rank
Microcystis aeruginosa PCC 7941	no rank
Microcystis aeruginosa PCC 9432	no rank
Microcystis aeruginosa PCC 9443	no rank
Microcystis aeruginosa PCC 9701	no rank
Microcystis aeruginosa PCC 9717	no rank
Microcystis aeruginosa PCC 9806	no rank
Microcystis aeruginosa PCC 9807	no rank
Microcystis aeruginosa PCC 9808	no rank
Microcystis aeruginosa PCC 9809	no rank
Microcystis aeruginosa PMC 155.02	no rank
Microcystis aeruginosa PMC 156.02	no rank
Microcystis aeruginosa PMC 241.05	no rank
Microcystis aeruginosa PMC 265.06	no rank
Microcystis aeruginosa PMC 570.08	no rank
Microcystis aeruginosa PMC 679.10	no rank
Microcystis aeruginosa PMC 727.11	no rank
Microcystis aeruginosa PMC 728.11	no rank
Microcystis aeruginosa PMC 729.11	no rank
Microcystis aeruginosa PMC 730.11	no rank
Microcystis aeruginosa PMC 810.12	no rank
Microcystis aeruginosa PMC 816.12	no rank
Microcystis aeruginosa PMC 826.12	no rank
Microcystis aeruginosa PMC 95.02	no rank
Microcystis aeruginosa PMC 98.15	no rank
Microcystis aeruginosa PMC158.02	no rank
Microcystis aeruginosa PMC241.04	no rank
Microcystis aeruginosa PMC250.05	no rank
Microcystis aeruginosa PMC256.05	no rank
