	taxonomy	organism_name
10321	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	Terriglobus roseus
10322	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	Terriglobus saanensis
10323	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	Terriglobus aquaticus
10324	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	Terriglobus albidus
10325	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	Terriglobus tenax
10326	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium	Acidobacterium ailaaui
10327	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium	Acidobacterium capsulatum
10328	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidipila	Acidipila rosea
10329	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidipila	Acidipila dinghuensis
10330	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Silvibacterium	Silvibacterium bohemicum
10331	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Bryocella	Bryocella elongata
10332	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa borealis
10333	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa ligni
10334	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa acidisoli
10335	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa dinghuensis
10336	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa acidiphila
10337	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	Acidicapsa ferrireducens
10338	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Occallatibacter	Occallatibacter riparius
10339	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terracidiphilus	Terracidiphilus gabretensis
10340	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Occallatibacter	Occallatibacter savannae
10341	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Telmatobacter	Telmatobacter bradus
10342	Bacteria;Acidobacteriota;Acidobacteriia;Bryobacterales;Bryobacteraceae;Bryobacter	Bryobacter aggregatus
10343	Bacteria;Acidobacteriota;Acidobacteriia;Bryobacterales;Bryobacteraceae;Paludibaculum	Paludibaculum fermentans
10344	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	Aridibacter kavangonensis
10345	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	Aridibacter nitratireducens
10346	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	Aridibacter famidurans
10347	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium	Tellurimicrobium multivorans
10348	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	Stenotrophobacter namibiensis
10349	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	Stenotrophobacter roseus
10350	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	Stenotrophobacter terrae
10351	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella	Blastocatella fastidiosa
10352	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Brevitalea	Brevitalea aridisoli
10353	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Brevitalea	Brevitalea deliciosa
10354	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Arenimicrobiaceae;Arenimicrobium	Arenimicrobium luteum
10355	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Pyrinomonas	Pyrinomonas methylaliphatogenes
10356	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Chloracidobacterium	Chloracidobacterium thermophilum
10357	Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix	Geothrix fermentans
10358	Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Holophaga	Holophaga foetida
10359	Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter	Acanthopleuribacter pedis
10360	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacteriales;Vicinamibacteriaceae;Luteitalea	Luteitalea pratensis
10361	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacteriales;Vicinamibacteraceae;Vicinamibacter	Vicinamibacter silvestris
10362	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum	Thermoanaerobaculum aquaticum
10363	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halonatronum	Halonatronum saccharophilum
10364	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia	Orenia salinaria
10365	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia	Orenia sivashensis
10366	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia	Orenia chitinitropha
10367	Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Tepidibacillus	Tepidibacillus decaturensis
10368	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia	Orenia marismortui
10369	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	Halanaerobacter chitinivorans
10370	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	Halanaerobacter salinarius
10371	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	Halanaerobacter lacunarum
10372	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides	Halobacteroides elegans
10373	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	Halanaerobacter jeridensis
10374	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Natroniella	Natroniella acetigena
10375	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Natroniella	Natroniella sulfidigena
10376	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides	Halobacteroides halobius
10377	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum	Halanaerobaculum tunisiense
10378	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella	Fuchsiella alkaliacetigena
10379	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella	Fuchsiella ferrireducens
10380	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter	Selenihalanaerobacter shriftii
10381	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter	Sporohalobacter lortetii
10382	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter	Sporohalobacter salinus
10383	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium	Acetohalobium arabaticum
10384	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium congolense
10385	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium sehlinense
10386	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium saccharolyticum subsp. saccharolyticum
10387	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium saccharolyticum subsp. senegalense
10388	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium alcaliphilum
10389	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium praevalens
10390	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium kushneri
10391	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium acetethylicum
10392	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium fermentans
10393	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium lacusrosei
10394	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium salsuginis
10395	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halocella	Halocella cellulosilytica
10396	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halothermothrix	Halothermothrix orenii
10397	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halarsenatibacter	Halarsenatibacter silvermanii
10398	Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiales_incertae_sedis;Anoxybacter	Anoxybacter fermentans
10399	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;Thermodesulfovibrio	Thermodesulfovibrio islandicus
10400	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;Thermodesulfovibrio	Thermodesulfovibrio yellowstonii
10401	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;Thermodesulfovibrio	Thermodesulfovibrio thiophilus
10402	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;Thermodesulfovibrio	Thermodesulfovibrio aggregans
10403	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;Thermodesulfovibrio	Thermodesulfovibrio hydrogeniphilus
10404	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum	Leptospirillum ferriphilum
10405	Bacteria;Nitrospirota;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum	Leptospirillum ferrooxidans
10406	Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium	Endomicrobium proavitum
10407	Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium	Elusimicrobium minutum
10408	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Thermodesulfobium	Thermodesulfobium acidiphilum
10409	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Thermodesulfobium	Thermodesulfobium narugense
10410	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium avium subsp. avium
10411	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium avium subsp. paratuberculosis
10412	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium avium subsp. silvaticum
10413	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium vulneris
10414	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium colombiense
10415	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium arosiense
10416	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium timonense
10417	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium intracellulare
10418	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium intracellulare subsp. intracellulare
10419	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium intracellulare subsp. chimaera
10420	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium marseillense
10421	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium paraffinicum
10422	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium scrofulaceum
10423	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium mantenii
10424	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium paraseoulense
10425	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium seoulense
10426	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium basiliense
10427	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium marinum
10428	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium pseudoshottsii
10429	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium ulcerans
10430	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium shottsii
10431	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium decipiens
10432	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium tuberculosis
10433	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium shinjukuense
10434	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium lacus
10435	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium leprae
10436	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium haemophilum
10437	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium malmoense
10438	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium nebraskense
10439	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium bohemicum
10440	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium riyadhense
10441	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium gastri
10442	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium kansasii
10443	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium innocens
10444	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium persicum
10445	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium pseudokansasii
10446	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium attenuatum
10447	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium bourgelatii
10448	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium angelicum
10449	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium szulgai
10450	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium paragordonae
10451	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium vicinigordonae
10452	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium gordonae
10453	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium asiaticum
10454	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium alsense
10455	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium conspicuum
10456	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium florentinum
10457	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium stomatepiae
10458	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium helveticum
10459	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium montefiorense
10460	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium triplex
10461	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium genavense
10462	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium parmense
10463	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium heidelbergense
10464	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium lentiflavum
10465	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium shigaense
10466	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium simiae
10467	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sherrisii
10468	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium palustre
10469	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium kubicae
10470	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium europaeum
10471	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium parascrofulaceum
10472	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium intermedium
10473	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium interjectum
10474	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium paraense
10475	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium saskatchewanense
10476	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium arupense
10477	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium minnesotense
10478	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium virginiense
10479	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium heraklionense
10480	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium nonchromogenicum
10481	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium engbaekii
10482	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium hiberniae
10483	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium kumamotonense
10484	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium senuense
10485	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium algericum
10486	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium terrae
10487	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium longobardum
10488	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium cookii
10489	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium paraterrae
10490	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium botniense
10491	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium xenopi
10492	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium heckeshornense
10493	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium noviomagense
10494	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium shimoidei
10495	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium branderi
10496	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium kyorinense
10497	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium celatum
