primaryAccession	start	stop	path	organism_name	taxid
FLRE01003001	1	3461	"Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Haemosporoidia;Plasmodium;"	Plasmodium ovale wallikeri	11928
FLRG01000009	126066	128879	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquimarina;"	Aquimarina megaterium	26665
FLRH01000004	47882	50993	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora sediminicola	26357
FLSM01000005	45	2928	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;"	Butyricimonas sp. Marseille-P2440	26522
FLSN01000013	262559	265449	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;"	Odoribacter sp. Marseille-P2698	26524
FLSO01000031	7546	10342	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium sp. Marseille-P2434	896
FLTI01000019	868	3978	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium sp. MC1	26196
FLUV01001618	231	3346	"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Frankia;"	Frankia sp. Dg2	26222
FLUY01001030	9102	12425	"Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;"	gamma proteobacterium ectosymbiont of Laxus oneistus	16682
FLYE01000021	2622	5368	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiella;"	Terasakiella sp. PR1	16584
FM162591	4887041	4889422	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus;"	Photorhabdus asymbiotica	28125
FM177140	2639820	2642619	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;"	Lactobacillus casei BL23	27332
FM178225	1	2579	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;"	Arcobacter thereius	26843
FM178380	914768	917658	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Aliivibrio;"	Aliivibrio salmonicida LFI1238	28176
FM179322	2565342	2568257	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;"	Lactobacillus rhamnosus GG	27332
FM179323	2545004	2547919	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;"	Lactobacillus rhamnosus Lc 705	27332
FM180568	4539471	4542374	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;"	Escherichia coli O127:H6 str. E2348/69	28078
FM200053	4164566	4167475	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	28089
FM204883	1971552	1974453	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus equi subsp. equi 4047	887
FM209186	6375792	6378682	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas aeruginosa LESB58	1657
FM211187	2028539	2031438	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus pneumoniae ATCC 700669	887
FM211192	1343020	1346139	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium leprae Br4923	26203
FM211688	2657296	2660225	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes L99	27350
FM242711	2639755	2642686	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes serotype 4b str. CLIP 80459	27350
FM252031	422608	425512	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus suis SC84	887
FM252032	426774	429678	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus suis BM407	887
FM864216	828237	831133	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mesomycoplasma conjunctivae	27357
FM872307	880529	883463	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;"	Chlamydia trachomatis B/TZ1A828/OT	28379
FM872308	880603	883537	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;"	Chlamydia trachomatis B/Jali20/OT	28379
FM954973	1375609	1378513	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;"	Vibrio tasmaniensis LGP32	28183
FM955257	1	3419	"Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales;Hydrurus;"	Hydrurus foetidus	30256
FM957154	207	3119	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Fucus vesiculosus	26900
FM991728	1361034	1363919	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori B38	26847
FM999788	2139185	2142087	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;"	Neisseria meningitidis 8013	27997
FMAC01000030	46	2907	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Rhizobium hainanense	1151
FMAF01000065	3102	5964	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Rhizobium lusitanum	1151
FMAG01000019	683	3602	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Rhizobium multihospitium	1151
FMAR01000039	317	3211	"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;"	Chitinophaga costaii	26570
FMBL01000003	562	3616	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium commune	26185
FMBM01000002	2213986	2217261	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas;"	Rhizobiales bacterium HL-109	16436
FMBZ01000239	24	3150	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. DpondAA-F4a	26416
FMCG01000361	637	3765	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. di188	26416
FMCH01000668	20	2786	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. DvalAA-14	26416
FMCI01000074	134	3258	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. SolWspMP-5a-2	26416
FMCU01000048	2067	5177	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora matsumotoense	26357
FMCV01000058	199	3309	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora marina	26357
FMDF01000241	23	3149	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. Ncost-T10-10d	26416
FMDI01000407	644	2895	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. DconLS	26416
FMDM01000036	52	2530	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora humi	26357
FMDN01000053	1	2185	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora halophytica	26357
FMDO01000061	1804	4740	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales;Proteiniborus;"	Proteiniborus sp. DW1	27530
FMDT01000004	417814	420698	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;"	uncultured Coprococcus sp.	27433
FMEH01000006	144114	146858	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;"	uncultured Dorea sp.	27434
FMEN01000009	44551	47516	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;uncultured;"	uncultured Collinsella sp.	26446
FMFB01000022	66890	69757	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;"	uncultured Bacteroides sp.	26506
FMFF01000001	316	3230	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;"	uncultured Megasphaera sp.	27640
FMFO01000003	871	3755	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"	uncultured Roseburia sp.	27421
FMGF01000006	89469	92309	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;"	uncultured Butyricicoccus sp.	27473
FMGO01000012	56888	59728	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;"	uncultured Flavonifractor sp.	27486
FMGU01000004	1090	3974	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;"	uncultured Blautia sp.	27426
FMGX01000002	167436	170260	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;"	uncultured Ruminococcus sp.	27499
FMGY01000007	502	3336	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"	uncultured Lachnospira sp.	27421
FMHE01000024	58565	61280	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	uncultured Clostridium sp.	896
FMHG01000001	1936836	1939663	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;"	uncultured Anaerotruncus sp.	27497
FMHH01000003	146	3030	"Bacteria;Firmicutes;Clostridia;Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group;"	uncultured Eubacterium sp.	27546
FMHT01000003	2651519	2654629	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora nigra	26357
FMHU01000001	1182991	1186102	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora inyonensis	26357
FMHV01000002	6670545	6673653	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora rhizosphaerae	26357
FMHW01000002	3528698	3531805	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora pallida	26357
FMHY01000002	5817939	5821048	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora eburnea	26357
FMHZ01000002	1026859	1029971	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora citrea	26357
FMIA01000002	5139981	5143093	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora yangpuensis	26357
FMIC01000002	6777724	6780836	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora peucetia	26357
FMID01000004	70238	73162	"Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;"	Methanoculleus chikugoensis	26037
FMIF01000052	45	2974	"Bacteria;Firmicutes;Clostridia;Tissierellales;Family XI;Anaerosalibacter;"	Sporanaerobacter sp. PP17-6a	27550
FMIU01000014	966	3853	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;"	Prevotellaceae bacterium Marseille-P2826	26543
FMIV01000003	29985	32894	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;"	Veillonellaceae bacterium Marseille-P2974	27640
FMIW01000006	166835	169842	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;"	Acidaminococcus sp. Marseille-P2828	27619
FMIY01000002	70	2986	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;"	Veillonellaceae bacterium Marseille-P2911	27640
FMIZ01000004	107611	110446	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;"	Ruminococcus sp. Marseille-P2976	27499
FMJA01000006	257805	260607	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;"	Fusobacterium sp. Marseille-P2749	27694
FMJP01001063	378	3294	"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methyloprofundus;"	methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)	28202
FMJQ01001017	124274	127556	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;"	Heligmosomoides polygyrus bakeri	28683
FMML01000017	312	3161	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;"	Tannerella forsythia	26563
FMMP01000027	73	2897	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Cellulosilyticum;"	Cellulosilyticum sp. I15G10I2	27432
FMSE01000001	1727	4834	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;"	Microbacteriaceae bacterium	26305
FMSO01000015	17	2948	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus sp. Marseille-P2600	815
FMTG01000047	2	2759	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Mageeibacillus;"	Ruminococcaceae bacterium YRB3002	27479
FMTM01000029	2984	5921	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Rhizobium loessense	1151
FMTS01000015	2993	5770	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;"	Asticcacaulis taihuensis	1085
FMTU01000004	508	3298	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;"	Sphingobium faniae	1267
FMTV01000021	2622	5502	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;"	Mucilaginibacter sp. NFR10	26755
FMTY01000014	273	3145	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"	Flavobacterium saliperosum	26677
FMUB01000001	2110	5229	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. UNC267MFSha1.1M11	26203
FMUD01000071	2755	5559	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Agrobacterium sp. DSM 25558	1151
FMUE01000005	345047	347613	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;"	Agrobacterium sp. DSM 25559	1151
FMUH01000011	1506	4612	"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;"	Actinobacteria bacterium DSM 45722	26224
FMUV01000065	2262	5090	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;"	Ruminococcus bromii	27499
FMVJ01000031	403	2383	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;"	Microvirga guangxiensis	16435
FMVT01000031	797	3631	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;"	Paracoccus tibetensis	1180
FMVW01000007	465	3215	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella;"	Afifella marina DSM 2698	11578
FMWD01000025	136	2738	"Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiohalomonas;"	Thiohalomonas denitrificans	16882
FMWG01000026	684	3319	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;"	Epibacterium ulvae	16525
FMWM01000002	669758	672608	"Bacteria;Firmicutes;Clostridia;Tissierellales;Family XI;Peptoniphilus;"	Peptoniphilus sp. KHD4	27557
FMWO01000035	30176	33089	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas;"	Nitrosococcus mobilis	28003
FMWS01000047	402	3110	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Orbaceae;Gilliamella;"	Gilliamella bombi	28137
FMWT01000047	2073	4104	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;"	Ruminococcus sp. YE78	27499
FMXB01000005	165154	168117	"Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;"	Methanobrevibacter millerae	93
FMXE01000070	1	2333	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;"	Algoriphagus alkaliphilus	26597
FMXF01000073	1087	3896	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;"	Sinorhizobium sp. NFACC03	1149
FMXQ01000001	784468	787222	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;"	Bauldia litoralis	16487
FMXZ01000069	138	2872	"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;"	Belnapia rosea	16357
FMYG01000015	1931	5043	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;"	Microbacterium enclense	26305
FMYH01000015	210	3322	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;"	Sanguibacter sp. ISLP-3	26346
FMYI01000018	2	2920	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pelagirhabdus;"	Pelagirhabdus alkalitolerans	16078
FMYJ01000024	197	3105	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;"	Leuconostocaceae bacterium R-53105	27337
FMYK01000019	344	3239	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter marinus	1650
FMYL01000019	2314	5205	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter boissieri	1650
FMYM01000017	167	3105	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus lonarensis	815
FMYO01000019	2545	5440	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter kookii	1650
FMYQ01000061	2262	5146	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;"	Burkholderia sp. TNe-862	27892
FMZC01000034	2584	5465	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;"	Acidovorax valerianellae	27927
FMZE01000020	217	3355	"Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella;"	Prauserella marina	26402
FMZG01000003	815420	818540	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. 365mftsu	26203
FMZJ01000033	2489	5280	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;"	Sphingomonas sp. YR710	1268
FMZO01000042	231	3031	"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niabella;"	Niabella drilacis	26578
FMZU01000051	282	3158	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;"	Variovorax sp. CF079	27963
FMZV01000043	432	3261	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;"	Ruegeria marina	1193
FN257744	1	2909	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas almeriensis	28233
FN257745	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas halophila	28233
FN257746	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas maura	28233
FN257747	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas koreensis	28233
FN257748	1	3009	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas ventosae	28233
FN257749	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas alimentaria	28233
FN257750	1	2909	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas campaniensis	28233
FN257751	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas halodenitrificans	28233
FN257752	1	2908	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas halocynthiae	28233
FN257753	1	2914	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas axialensis	28233
FN257754	1	2913	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas boliviensis	28233
FN257755	1	2920	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas neptunia	28233
FN257756	1	2909	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Modicisalibacter;"	Modicisalibacter tunisiensis	28238
FN257757	1	2923	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas muralis	28233
FN257758	1	2911	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Chromohalobacter;"	Chromohalobacter beijerinckii	28231
FN257759	1	2910	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Chromohalobacter;"	Chromohalobacter sarecensis	28231
FN257760	1	3006	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Chromohalobacter;"	Chromohalobacter nigrandesensis	28231
FN257761	1	2910	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia;"	Cobetia marina	28232
FN257762	1	3018	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halotalea;"	Halotalea alkalilenta	28234
FN263244	1	2911	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;"	Halomonas anticariensis	28233
FN296149	1	2767	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Salinicola;"	Salinicola salarius	28239
FN296150	1	2911	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Salinicola;"	Salinicola halophilus	28239
FN296151	1	2912	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Salinicola;"	Salinicola socius	28239
FN298497	1658427	1661478	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus johnsonii FI9785	878
FN392235	3653247	3656241	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;"	Erwinia pyrifoliae DSM 12163	28097
FN424405	4419322	4422313	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	28089
FN428803	1762	4302	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Candidatus Purcelliella;"	Candidatus Purcelliella pentastirinorum	28118
FN433596	2445124	2448044	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus TW20	27377
FN434113	3454601	3457505	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;"	Erwinia amylovora CFBP1430	28097
FN538970	3944762	3947714	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;"	Clostridioides difficile CD196	27521
FN543093	4363481	4366382	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;"	Cronobacter turicensis z3032	28075
FN543107	166695	169574	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;"	Curvibacter putative symbiont of Hydra magnipapillata	27956
FN543502	4783755	4786742	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;"	Citrobacter rodentium ICC168	28074
